factor,level,count
context_critical_contrast_id,critical-debugging-00001136,2
context_critical_contrast_id,critical-bandit-00001137,2
context_critical_contrast_id,critical-foraging-00001138,2
context_critical_contrast_id,critical-debugging-00001139,2
context_critical_contrast_id,critical-bandit-00001140,2
context_critical_contrast_id,critical-foraging-00001141,2
context_critical_contrast_id,critical-debugging-00001142,2
context_critical_contrast_id,critical-bandit-00001143,2
context_critical_contrast_id,critical-foraging-00001144,2
context_critical_contrast_id,critical-debugging-00001145,2
context_critical_contrast_id,critical-bandit-00001146,2
context_critical_contrast_id,critical-foraging-00001147,2
context_critical_contrast_id,critical-debugging-00001148,2
context_critical_contrast_id,critical-bandit-00001149,2
context_critical_contrast_id,critical-foraging-00001150,2
context_critical_contrast_id,critical-debugging-00001151,2
context_critical_contrast_id,critical-bandit-00001152,2
context_critical_contrast_id,critical-foraging-00001153,2
context_critical_contrast_id,critical-debugging-00001154,2
context_critical_contrast_id,critical-bandit-00001155,2
context_critical_contrast_id,critical-foraging-00001156,2
context_critical_contrast_id,critical-debugging-00001157,2
context_critical_contrast_id,critical-bandit-00001158,2
context_critical_contrast_id,critical-foraging-00001159,2
context_critical_contrast_id,critical-debugging-00001160,2
context_critical_contrast_id,critical-bandit-00001161,2
context_critical_contrast_id,critical-foraging-00001162,2
context_critical_contrast_id,critical-debugging-00001163,2
context_critical_contrast_id,critical-bandit-00001164,2
context_critical_contrast_id,critical-foraging-00001165,2
context_critical_contrast_id,critical-debugging-00001166,2
context_critical_contrast_id,critical-bandit-00001167,2
context_critical_contrast_id,critical-foraging-00001168,2
context_critical_contrast_id,critical-debugging-00001169,2
context_critical_contrast_id,critical-bandit-00001170,2
context_critical_contrast_id,critical-foraging-00001171,2
context_critical_contrast_id,critical-debugging-00001172,2
context_critical_contrast_id,critical-bandit-00001173,2
context_critical_contrast_id,critical-foraging-00001174,2
context_critical_contrast_id,critical-debugging-00001175,2
context_critical_contrast_id,critical-bandit-00001176,2
context_critical_contrast_id,critical-foraging-00001177,2
context_critical_contrast_id,critical-debugging-00001178,2
context_critical_contrast_id,critical-bandit-00001179,2
context_critical_contrast_id,critical-foraging-00001180,2
context_critical_contrast_id,critical-debugging-00001181,2
context_critical_contrast_id,critical-bandit-00001182,2
context_critical_contrast_id,critical-foraging-00001183,2
context_critical_contrast_id,critical-debugging-00001184,2
context_critical_contrast_id,critical-bandit-00001185,2
context_critical_contrast_id,critical-foraging-00001186,2
context_critical_contrast_id,critical-debugging-00001187,2
context_critical_contrast_id,critical-bandit-00001188,2
context_critical_contrast_id,critical-foraging-00001189,2
context_critical_contrast_id,critical-debugging-00001190,2
context_critical_contrast_id,critical-bandit-00001191,2
context_critical_contrast_id,critical-foraging-00001192,2
context_critical_contrast_id,critical-debugging-00001193,2
context_critical_contrast_id,critical-bandit-00001194,2
context_critical_contrast_id,critical-foraging-00001195,2
context_critical_contrast_id,critical-debugging-00001196,2
context_critical_contrast_id,critical-bandit-00001197,2
context_critical_contrast_id,critical-foraging-00001198,2
context_critical_contrast_id,critical-debugging-00001199,2
context_critical_contrast_id,critical-bandit-00001200,2
context_critical_contrast_id,critical-foraging-00001201,2
context_critical_contrast_id,critical-debugging-00001202,2
context_critical_contrast_id,critical-bandit-00001203,2
context_critical_contrast_id,critical-foraging-00001204,2
context_critical_contrast_id,critical-debugging-00001205,2
context_critical_contrast_id,critical-bandit-00001206,2
context_critical_contrast_id,critical-foraging-00001207,2
context_critical_contrast_id,critical-debugging-00001208,2
context_critical_contrast_id,critical-bandit-00001209,2
context_critical_contrast_id,critical-foraging-00001210,2
context_critical_contrast_id,critical-debugging-00001211,2
context_critical_contrast_id,critical-bandit-00001212,2
context_critical_contrast_id,critical-foraging-00001213,2
context_critical_contrast_id,critical-debugging-00001214,2
context_critical_contrast_id,critical-bandit-00001215,2
context_critical_contrast_id,critical-foraging-00001216,2
context_critical_contrast_id,critical-debugging-00001217,2
context_critical_contrast_id,critical-bandit-00001218,2
context_critical_contrast_id,critical-foraging-00001219,2
context_critical_contrast_id,critical-debugging-00001220,2
context_critical_contrast_id,critical-bandit-00001221,2
context_critical_contrast_id,critical-foraging-00001222,2
context_critical_contrast_id,critical-debugging-00001223,2
context_critical_contrast_id,critical-bandit-00001224,2
context_critical_contrast_id,critical-foraging-00001225,2
context_critical_contrast_id,critical-debugging-00001226,2
context_critical_contrast_id,critical-bandit-00001227,2
context_critical_contrast_id,critical-foraging-00001228,2
context_critical_contrast_id,critical-debugging-00001229,2
context_critical_contrast_id,critical-bandit-00001230,2
context_critical_contrast_id,critical-foraging-00001231,2
context_critical_contrast_id,critical-debugging-00001232,2
context_critical_contrast_id,critical-bandit-00001233,2
context_critical_contrast_id,critical-foraging-00001234,2
context_critical_contrast_id,critical-debugging-00001235,2
context_critical_contrast_id,critical-bandit-00001236,2
context_critical_contrast_id,critical-foraging-00001237,2
context_critical_contrast_id,critical-debugging-00001238,2
context_critical_contrast_id,critical-bandit-00001239,2
context_critical_contrast_id,critical-foraging-00001240,2
context_critical_contrast_id,critical-debugging-00001241,2
context_critical_contrast_id,critical-bandit-00001242,2
context_critical_contrast_id,critical-foraging-00001243,2
context_critical_contrast_id,critical-debugging-00001244,2
context_critical_contrast_id,critical-bandit-00001245,2
context_critical_contrast_id,critical-foraging-00001246,2
context_critical_contrast_id,critical-debugging-00001247,2
context_critical_contrast_id,critical-bandit-00001248,2
context_critical_contrast_id,critical-foraging-00001249,2
context_critical_contrast_id,critical-debugging-00001250,2
context_critical_contrast_id,critical-bandit-00001251,2
context_critical_contrast_id,critical-foraging-00001252,2
context_critical_contrast_id,critical-debugging-00001253,2
context_critical_contrast_id,critical-bandit-00001254,2
context_critical_contrast_id,critical-foraging-00001255,2
context_critical_contrast_id,critical-debugging-00001256,2
context_critical_contrast_id,critical-bandit-00001257,2
context_critical_contrast_id,critical-foraging-00001258,2
context_critical_contrast_id,critical-debugging-00001259,2
context_critical_contrast_id,critical-bandit-00001260,2
context_critical_contrast_id,critical-foraging-00001261,2
context_critical_contrast_id,critical-debugging-00001262,2
context_critical_contrast_id,critical-bandit-00001263,2
context_critical_contrast_id,critical-foraging-00001264,2
context_critical_contrast_id,critical-debugging-00001265,2
context_critical_contrast_id,critical-bandit-00001266,2
context_critical_contrast_id,critical-foraging-00001267,2
context_critical_contrast_id,critical-debugging-00001268,2
context_critical_contrast_id,critical-bandit-00001269,2
context_critical_contrast_id,critical-foraging-00001270,2
context_critical_contrast_id,critical-debugging-00001271,2
context_critical_contrast_id,critical-bandit-00001272,2
context_critical_contrast_id,critical-foraging-00001273,2
context_critical_contrast_id,critical-debugging-00001274,2
context_critical_contrast_id,critical-bandit-00001275,2
context_critical_contrast_id,critical-foraging-00001276,2
context_critical_contrast_id,critical-debugging-00001277,2
context_critical_contrast_id,critical-bandit-00001278,2
context_critical_contrast_id,critical-foraging-00001279,2
context_critical_contrast_id,critical-debugging-00001280,2
context_critical_contrast_id,critical-bandit-00001281,2
context_critical_contrast_id,critical-foraging-00001282,2
context_critical_contrast_id,critical-debugging-00001283,2
context_critical_contrast_id,critical-bandit-00001284,2
context_critical_contrast_id,critical-foraging-00001285,2
context_critical_contrast_id,critical-debugging-00001286,2
context_critical_contrast_id,critical-bandit-00001287,2
context_critical_contrast_id,critical-foraging-00001288,2
context_critical_contrast_id,critical-debugging-00001289,2
context_critical_contrast_id,critical-bandit-00001290,2
context_critical_contrast_id,critical-foraging-00001291,2
context_critical_contrast_id,critical-debugging-00001292,2
context_critical_contrast_id,critical-bandit-00001293,2
context_critical_contrast_id,critical-foraging-00001294,2
context_critical_contrast_id,critical-debugging-00001295,2
context_critical_contrast_id,critical-bandit-00001296,2
context_critical_contrast_id,critical-foraging-00001297,2
context_critical_contrast_id,critical-debugging-00001298,2
context_critical_contrast_id,critical-bandit-00001299,2
context_critical_contrast_id,critical-foraging-00001300,2
context_critical_contrast_id,critical-debugging-00001301,2
context_critical_contrast_id,critical-bandit-00001302,2
context_critical_contrast_id,critical-foraging-00001303,2
context_critical_contrast_id,critical-debugging-00001304,2
context_critical_contrast_id,critical-bandit-00001305,2
context_critical_contrast_id,critical-foraging-00001306,2
context_critical_contrast_id,critical-debugging-00001307,2
context_critical_contrast_id,critical-bandit-00001308,2
context_critical_contrast_id,critical-foraging-00001309,2
context_critical_contrast_id,critical-debugging-00001310,2
context_critical_contrast_id,critical-bandit-00001311,2
context_critical_contrast_id,critical-foraging-00001312,2
context_critical_contrast_id,critical-debugging-00001313,2
context_critical_contrast_id,critical-bandit-00001314,2
context_critical_contrast_id,critical-foraging-00001315,2
context_critical_contrast_id,critical-debugging-00001316,2
context_critical_contrast_id,critical-bandit-00001317,2
context_critical_contrast_id,critical-foraging-00001318,2
context_critical_contrast_id,critical-debugging-00001319,2
context_critical_contrast_id,critical-bandit-00001320,2
context_critical_contrast_id,critical-foraging-00001321,2
context_critical_contrast_id,critical-debugging-00001322,2
context_critical_contrast_id,critical-bandit-00001323,2
context_critical_contrast_id,critical-foraging-00001324,2
context_critical_contrast_id,critical-debugging-00001325,2
context_critical_contrast_id,critical-bandit-00001326,2
context_critical_contrast_id,critical-foraging-00001327,2
context_critical_contrast_id,critical-debugging-00001328,2
context_critical_contrast_id,critical-bandit-00001329,2
context_critical_contrast_id,critical-foraging-00001330,2
context_critical_contrast_id,critical-debugging-00001331,2
context_critical_contrast_id,critical-bandit-00001332,2
context_critical_contrast_id,critical-foraging-00001333,2
